fiscal_year,aag,total,program,appn_account,file,page,aargmer,acv_fov,ah64e_remanufacture,aim9x_block_ii,an_spy6v1,an_spy6v2,an_spy6v3,an_spy6v4,ampv,b52j,b52_rmp,booker,cec,ch47f_block_ii__materiel_availability,ch53k,circm,cvn_78,emals,ddg51,e2d_ahe,epf,esb,f15_epawss,f15_ex,f35a,f35c,f35b,f35_engine,ffg62,gator,gmlrs_aw,gps_iiif,hh60w,hms_radios,iamd,icbm_fuze_mod,idecm_block_4,f_a18e_f_irst,improved_turbine_engine,jagm,jassm_er,jltv,kc130j,kc46,lcs_mm,gbsd,lha,lpd_17,new_element,,mids,mk21a_rv,mq25,mq4c_triton_increment_1,mq4c_triton_increment_2,ngj_low_band,ngj_midband,nssl,lrasm,pac3_mse,pim,prsm,sdb_ii,sm6,ssbn_826,ssc,ssn_774_q1_fy21,apt,tagos_25,tao_205_class,nav_comm_upgrade_kits,mst_kits,vc25b,wsf
2027,,1,MQ-4C Increment 2 Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\MQ-4C_Triton_MSAR_Dec_2023_v2_Cleared.pdf,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2028,,3,MQ-4C Increment 2 Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\MQ-4C_Triton_MSAR_Dec_2023_v2_Cleared.pdf,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2029,,3,MQ-4C Increment 2 Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\MQ-4C_Triton_MSAR_Dec_2023_v2_Cleared.pdf,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2030,,4,MQ-4C Increment 2 Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\MQ-4C_Triton_MSAR_Dec_2023_v2_Cleared.pdf,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
2031,,4,MQ-4C Increment 2 Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\MQ-4C_Triton_MSAR_Dec_2023_v2_Cleared.pdf,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
2032,,4,MQ-4C Increment 2 Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\MQ-4C_Triton_MSAR_Dec_2023_v2_Cleared.pdf,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
2033,,3,MQ-4C Increment 2 Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\MQ-4C_Triton_MSAR_Dec_2023_v2_Cleared.pdf,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2034,,2,MQ-4C Increment 2 Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\MQ-4C_Triton_MSAR_Dec_2023_v2_Cleared.pdf,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
Total,,,Next Generation Jammer Low Band,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\NGJ Low Band MSAR Dec 2023.pdf,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undistributed,,,Next Generation Jammer Low Band,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\NGJ Low Band MSAR Dec 2023.pdf,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,135,Next Generation Jammer Low Band,"1506N - Aircraft Procurement, Navy",sar_pdfs\NGJ Low Band MSAR Dec 2023.pdf,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,
Undistributed,,,Next Generation Jammer Low Band,"1506N - Aircraft Procurement, Navy",sar_pdfs\NGJ Low Band MSAR Dec 2023.pdf,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,,10,Next Generation Jammer Low Band,"1506N - Aircraft Procurement, Navy",sar_pdfs\NGJ Low Band MSAR Dec 2023.pdf,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,
2031,,12,Next Generation Jammer Low Band,"1506N - Aircraft Procurement, Navy",sar_pdfs\NGJ Low Band MSAR Dec 2023.pdf,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,
2032,,15,Next Generation Jammer Low Band,"1506N - Aircraft Procurement, Navy",sar_pdfs\NGJ Low Band MSAR Dec 2023.pdf,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,
2033,,18,Next Generation Jammer Low Band,"1506N - Aircraft Procurement, Navy",sar_pdfs\NGJ Low Band MSAR Dec 2023.pdf,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,
2034,,18,Next Generation Jammer Low Band,"1506N - Aircraft Procurement, Navy",sar_pdfs\NGJ Low Band MSAR Dec 2023.pdf,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,
2035,,18,Next Generation Jammer Low Band,"1506N - Aircraft Procurement, Navy",sar_pdfs\NGJ Low Band MSAR Dec 2023.pdf,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,
2036,,18,Next Generation Jammer Low Band,"1506N - Aircraft Procurement, Navy",sar_pdfs\NGJ Low Band MSAR Dec 2023.pdf,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,
2037,,16,Next Generation Jammer Low Band,"1506N - Aircraft Procurement, Navy",sar_pdfs\NGJ Low Band MSAR Dec 2023.pdf,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,
2038,,10,Next Generation Jammer Low Band,"1506N - Aircraft Procurement, Navy",sar_pdfs\NGJ Low Band MSAR Dec 2023.pdf,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,
Total,,6,Next Generation Jammer Mid-Band,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\NGJ Mid-Band MSAR Dec 2023.pdf,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
Undistributed,,,Next Generation Jammer Mid-Band,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\NGJ Mid-Band MSAR Dec 2023.pdf,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,,6,Next Generation Jammer Mid-Band,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\NGJ Mid-Band MSAR Dec 2023.pdf,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
Total,,129,Next Generation Jammer Mid-Band,"1506N - Aircraft Procurement, Navy",sar_pdfs\NGJ Mid-Band MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,
Undistributed,,,Next Generation Jammer Mid-Band,"1506N - Aircraft Procurement, Navy",sar_pdfs\NGJ Mid-Band MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,,,Next Generation Jammer Mid-Band,"1506N - Aircraft Procurement, Navy",sar_pdfs\NGJ Mid-Band MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,,3,Next Generation Jammer Mid-Band,"1506N - Aircraft Procurement, Navy",sar_pdfs\NGJ Mid-Band MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
2022,,5,Next Generation Jammer Mid-Band,"1506N - Aircraft Procurement, Navy",sar_pdfs\NGJ Mid-Band MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
2023,,11,Next Generation Jammer Mid-Band,"1506N - Aircraft Procurement, Navy",sar_pdfs\NGJ Mid-Band MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,
2024,,9,Next Generation Jammer Mid-Band,"1506N - Aircraft Procurement, Navy",sar_pdfs\NGJ Mid-Band MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,
2025,,10,Next Generation Jammer Mid-Band,"1506N - Aircraft Procurement, Navy",sar_pdfs\NGJ Mid-Band MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,
2026,,11,Next Generation Jammer Mid-Band,"1506N - Aircraft Procurement, Navy",sar_pdfs\NGJ Mid-Band MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,
2027,,11,Next Generation Jammer Mid-Band,"1506N - Aircraft Procurement, Navy",sar_pdfs\NGJ Mid-Band MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,
2028,,10,Next Generation Jammer Mid-Band,"1506N - Aircraft Procurement, Navy",sar_pdfs\NGJ Mid-Band MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,
2029,,10,Next Generation Jammer Mid-Band,"1506N - Aircraft Procurement, Navy",sar_pdfs\NGJ Mid-Band MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,
2030,,10,Next Generation Jammer Mid-Band,"1506N - Aircraft Procurement, Navy",sar_pdfs\NGJ Mid-Band MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,
2031,,10,Next Generation Jammer Mid-Band,"1506N - Aircraft Procurement, Navy",sar_pdfs\NGJ Mid-Band MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,
2032,,10,Next Generation Jammer Mid-Band,"1506N - Aircraft Procurement, Navy",sar_pdfs\NGJ Mid-Band MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,
2033,,10,Next Generation Jammer Mid-Band,"1506N - Aircraft Procurement, Navy",sar_pdfs\NGJ Mid-Band MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,
2034,,9,Next Generation Jammer Mid-Band,"1506N - Aircraft Procurement, Navy",sar_pdfs\NGJ Mid-Band MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,
Total,,1,National Security Space Launch,"3620F - RDTE, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Undistributed,,,National Security Space Launch,"3620F - RDTE, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,,,National Security Space Launch,"3620F - RDTE, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,,,National Security Space Launch,"3620F - RDTE, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,,,National Security Space Launch,"3620F - RDTE, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,,,National Security Space Launch,"3620F - RDTE, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,,,National Security Space Launch,"3620F - RDTE, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,,,National Security Space Launch,"3620F - RDTE, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,,,National Security Space Launch,"3620F - RDTE, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,,National Security Space Launch,"3620F - RDTE, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,,,National Security Space Launch,"3620F - RDTE, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,,,National Security Space Launch,"3620F - RDTE, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,,National Security Space Launch,"3620F - RDTE, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,,,National Security Space Launch,"3620F - RDTE, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,,,National Security Space Launch,"3620F - RDTE, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,,,National Security Space Launch,"3620F - RDTE, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,National Security Space Launch,"3620F - RDTE, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,,,National Security Space Launch,"3620F - RDTE, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,,,National Security Space Launch,"3620F - RDTE, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,,,National Security Space Launch,"3620F - RDTE, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,,,National Security Space Launch,"3620F - RDTE, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,,,National Security Space Launch,"3620F - RDTE, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,,,National Security Space Launch,"3620F - RDTE, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,,1,National Security Space Launch,"3620F - RDTE, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Total,,,National Security Space Launch,"3600F - Research, Development, Test & Eval, AF",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undistributed,,,National Security Space Launch,"3600F - Research, Development, Test & Eval, AF",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,144,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,
Undistributed,,,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,,,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,,,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,,,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,,,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,,,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,,,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,,,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,,,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,,,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,,,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,,,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,,,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,,,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,,,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,,,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,,,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,,,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,,4,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
2022,,8,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,
2023,,12,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,
2024,,20,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,
2025,,16,National Security Space Launch,"3022F - Procurement, Space Force",sar_pdfs\NSSL_MSAR_Dec_2023.pdf,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,
