fiscal_year,other_unallocated,total_ty_dol_m,weighted_rate,program,appn_account,file,page,total_cy,base_year,end_item_recurring_flyaway,10_unit_level_manpower,30_maintenance,40_sustaining_support,50_continuing_system_improvements,nonend_item_recurring_flyaway,non_recurring_flyaway,initial_spares,20_unit_operations,depot_activation,other,10_unitlevel_manpower,nonend_end_item_item_non_recurring_recurring_recurring_depot_flyaway_flyaway_flyaway_initial_spares_activation,nonrecurring_flyaway,other_indirect_costs
2023,69.921,69.9,1.304044,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,34,53.6,2014.0,,,,,,,,,,,,,,,
2024,181.858,181.9,1.333812,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,34,136.3,2014.0,,,,,,,,,,,,,,,
2025,163.288,163.3,1.362106,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,34,119.9,2014.0,,,,,,,,,,,,,,,
2026,67.868,67.9,1.390710,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,34,48.8,2014.0,,,,,,,,,,,,,,,
2027,25.922,25.9,1.419915,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,34,18.3,2014.0,,,,,,,,,,,,,,,
2028,8.645,8.6,1.449733,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,34,6.0,2014.0,,,,,,,,,,,,,,,
2029,11.615,11.6,1.480178,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,34,7.8,2014.0,,,,,,,,,,,,,,,
Total,98.4,"3,446.2",,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1507N - Weapons Procurement, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,35,"2 , 5 24.5",2014.0,"3,123.5",,,,,,222.3,2.0,,,,,,,
2013,,,1.009840,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1507N - Weapons Procurement, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,35,,2014.0,,,,,,,,,,,,,,,
2014,,,1.023897,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1507N - Weapons Procurement, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,35,,2014.0,,,,,,,,,,,,,,,
2015,,,1.040599,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1507N - Weapons Procurement, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,35,,2014.0,,,,,,,,,,,,,,,
2016,,,1.060148,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1507N - Weapons Procurement, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,35,,2014.0,,,,,,,,,,,,,,,
2017,0.200,56.7,1.083103,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1507N - Weapons Procurement, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,35,52.4,2014.0,56.520,,,,,,,,,,,,,,
2018,0.400,122.6,1.112848,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1507N - Weapons Procurement, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,35,110.1,2014.0,122.170,,,,,,,,,,,,,,
2019,0.800,130.4,1.145522,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1507N - Weapons Procurement, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,35,113.9,2014.0,129.630,,,,,,,,,,,,,,
2020,0.900,72.0,1.190963,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1507N - Weapons Procurement, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,35,60.5,2014.0,49.230,,,,,,21.900,,,,,,,,
2021,1.671,134.0,1.245309,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1507N - Weapons Procurement, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,35,107.6,2014.0,125.710,,,,,,6.610,,,,,,,,
2022,4.939,161.2,1.293946,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1507N - Weapons Procurement, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,35,124.6,2014.0,143.880,,,,,,12.390,,,,,,,,
2023,22.023,219.7,1.327408,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1507N - Weapons Procurement, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,35,165.5,2014.0,190.080,,,,,,7.560,,,,,,,,
2024,22.123,599.6,1.356551,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1507N - Weapons Procurement, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,35,442.0,2014.0,471.836,,,,,,105.280,0.400,,,,,,,
2025,12.263,326.4,1.385180,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1507N - Weapons Procurement, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,35,235.7,2014.0,281.820,,,,,,31.950,0.400,,,,,,,
2026,11.215,386.2,1.414269,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1507N - Weapons Procurement, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,35,273.1,2014.0,365.460,,,,,,9.140,0.400,,,,,,,
2027,11.884,404.7,1.443969,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1507N - Weapons Procurement, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,35,280.3,2014.0,384.050,,,,,,8.380,0.400,,,,,,,
2028,9.108,411.9,1.474292,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1507N - Weapons Procurement, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,35,279.4,2014.0,393.150,,,,,,9.290,0.400,,,,,,,
2029,0.910,420.7,1.505252,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"1507N - Weapons Procurement, Navy",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,35,279.5,2014.0,409.920,,,,,,9.840,,,,,,,,
Total,4.9,"2,279.2",,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"3020F - Missile Procurement, Air Force",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,36,"1 , 6 42.0",2014.0,"2,274.3",,,,,,,,,,,,,,
2013,,,1.012933,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"3020F - Missile Procurement, Air Force",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,36,,2014.0,,,,,,,,,,,,,,,
2014,,,1.027879,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"3020F - Missile Procurement, Air Force",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,36,,2014.0,,,,,,,,,,,,,,,
2015,,,1.040488,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"3020F - Missile Procurement, Air Force",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,36,,2014.0,,,,,,,,,,,,,,,
2016,,,1.060633,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"3020F - Missile Procurement, Air Force",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,36,,2014.0,,,,,,,,,,,,,,,
2017,,71.4,1.087591,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"3020F - Missile Procurement, Air Force",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,36,65.6,2014.0,71.400,,,,,,,,,,,,,,
2018,2.700,61.8,1.114721,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"3020F - Missile Procurement, Air Force",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,36,55.4,2014.0,59.100,,,,,,,,,,,,,,
2019,,54.4,1.147186,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"3020F - Missile Procurement, Air Force",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,36,47.4,2014.0,54.400,,,,,,,,,,,,,,
2020,,,1.191766,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"3020F - Missile Procurement, Air Force",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,36,,2014.0,,,,,,,,,,,,,,,
2021,2.200,19.8,1.245551,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"3020F - Missile Procurement, Air Force",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,36,15.9,2014.0,17.600,,,,,,,,,,,,,,
2022,,,1.292330,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"3020F - Missile Procurement, Air Force",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,36,,2014.0,,,,,,,,,,,,,,,
2023,,211.6,1.325673,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"3020F - Missile Procurement, Air Force",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,36,159.6,2014.0,211.589,,,,,,,,,,,,,,
2024,,187.7,1.355290,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"3020F - Missile Procurement, Air Force",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,36,138.5,2014.0,187.667,,,,,,,,,,,,,,
2025,,354.1,1.383949,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"3020F - Missile Procurement, Air Force",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,36,255.9,2014.0,354.100,,,,,,,,,,,,,,
2026,,296.2,1.413012,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"3020F - Missile Procurement, Air Force",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,36,209.6,2014.0,296.205,,,,,,,,,,,,,,
2027,,336.9,1.442685,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"3020F - Missile Procurement, Air Force",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,36,233.5,2014.0,336.935,,,,,,,,,,,,,,
2028,,339.3,1.472982,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"3020F - Missile Procurement, Air Force",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,36,230.4,2014.0,339.325,,,,,,,,,,,,,,
2029,,346.0,1.503914,Offensive Anti-Surface Warfare Increment 1 (Long Range Anti-Ship Missile),"3020F - Missile Procurement, Air Force",sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,36,230.1,2014.0,345.996,,,,,,,,,,,,,,
Total,,,,System: LRASM,Operating and Support Cost Elements,sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,43,391.8,2014.0,,,76.7,237.1,56.8,,,,,,21.2,,,,
2018,,,,System: LRASM,Operating and Support Cost Elements,sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,43,8.8,2014.0,,,,6.645,2.105,,,,,,,,,,
2019,,,,System: LRASM,Operating and Support Cost Elements,sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,43,8.9,2014.0,,,,6.777,2.105,,,,,,,,,,
2020,,,,System: LRASM,Operating and Support Cost Elements,sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,43,12.7,2014.0,,,0.362,9.387,2.105,,,,,,0.848,,,,
2021,,,,System: LRASM,Operating and Support Cost Elements,sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,43,12.8,2014.0,,,0.414,9.387,2.105,,,,,,0.848,,,,
2022,,,,System: LRASM,Operating and Support Cost Elements,sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,43,12.9,2014.0,,,0.558,9.387,2.105,,,,,,0.848,,,,
2023,,,,System: LRASM,Operating and Support Cost Elements,sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,43,13.0,2014.0,,,0.704,9.387,2.105,,,,,,0.848,,,,
2024,,,,System: LRASM,Operating and Support Cost Elements,sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,43,13.4,2014.0,,,1.061,9.387,2.105,,,,,,0.848,,,,
2025,,,,System: LRASM,Operating and Support Cost Elements,sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,43,13.8,2014.0,,,1.418,9.387,2.105,,,,,,0.848,,,,
2026,,,,System: LRASM,Operating and Support Cost Elements,sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,43,14.4,2014.0,,,2.024,9.387,2.105,,,,,,0.848,,,,
2027,,,,System: LRASM,Operating and Support Cost Elements,sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,43,15.0,2014.0,,,2.663,9.387,2.105,,,,,,0.848,,,,
2028,,,,System: LRASM,Operating and Support Cost Elements,sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,43,15.7,2014.0,,,3.368,9.387,2.105,,,,,,0.848,,,,
2029,,,,System: LRASM,Operating and Support Cost Elements,sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,43,16.4,2014.0,,,4.099,9.387,2.105,,,,,,0.848,,,,
2030,,,,System: LRASM,Operating and Support Cost Elements,sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,43,16.4,2014.0,,,4.836,8.651,2.105,,,,,,0.848,,,,
2031,,,,System: LRASM,Operating and Support Cost Elements,sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,43,16.5,2014.0,,,4.891,8.651,2.105,,,,,,0.848,,,,
2032,,,,System: LRASM,Operating and Support Cost Elements,sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,43,16.6,2014.0,,,4.948,8.651,2.105,,,,,,0.848,,,,
2033,,,,System: LRASM,Operating and Support Cost Elements,sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,43,16.5,2014.0,,,4.903,8.651,2.105,,,,,,0.848,,,,
2034,,,,System: LRASM,Operating and Support Cost Elements,sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,43,16.4,2014.0,,,4.799,8.651,2.105,,,,,,0.848,,,,
2035,,,,System: LRASM,Operating and Support Cost Elements,sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,43,16.3,2014.0,,,4.676,8.651,2.105,,,,,,0.848,,,,
2036,,,,System: LRASM,Operating and Support Cost Elements,sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,43,16.3,2014.0,,,4.732,8.651,2.105,,,,,,0.848,,,,
2037,,,,System: LRASM,Operating and Support Cost Elements,sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,43,16.3,2014.0,,,4.679,8.651,2.105,,,,,,0.848,,,,
2038,,,,System: LRASM,Operating and Support Cost Elements,sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,43,16.2,2014.0,,,4.625,8.651,2.105,,,,,,0.848,,,,
2039,,,,System: LRASM,Operating and Support Cost Elements,sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,43,15.9,2014.0,,,4.309,8.651,2.105,,,,,,0.848,,,,
2040,,,,System: LRASM,Operating and Support Cost Elements,sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,43,15.6,2014.0,,,3.984,8.651,2.105,,,,,,0.848,,,,
2041,,,,System: LRASM,Operating and Support Cost Elements,sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,43,14.9,2014.0,,,3.332,8.651,2.105,,,,,,0.848,,,,
2042,,,,System: LRASM,Operating and Support Cost Elements,sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,43,14.2,2014.0,,,2.619,8.651,2.105,,,,,,0.848,,,,
2043,,,,System: LRASM,Operating and Support Cost Elements,sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,43,13.4,2014.0,,,1.797,8.651,2.105,,,,,,0.848,,,,
2044,,,,System: LRASM,Operating and Support Cost Elements,sar_pdfs\OASuW_Inc_1_(LRASM)_MSAR_Dec_2023_As_Amended_V3.pdf,43,12.5,2014.0,,,0.917,8.651,2.105,,,,,,0.848,,,,
Total,"2,580.2","17,430.9",,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,"1 3 , 6 86.2",2014.0,"14,769.5",,,,,,81.2,,,,,,,,
2004,,,0.858682,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,,2014.0,,,,,,,,,,,,,,,
2005,,,0.882854,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,,2014.0,,,,,,,,,,,,,,,
2006,,,0.902359,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,,2014.0,,,,,,,,,,,,,,,
2007,,,0.919915,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,,2014.0,,,,,,,,,,,,,,,
2008,,,0.934145,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,,2014.0,,,,,,,,,,,,,,,
2009,,,0.945906,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,,2014.0,,,,,,,,,,,,,,,
2010,,,0.962300,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,,2014.0,,,,,,,,,,,,,,,
2011,,,0.979309,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,,2014.0,,,,,,,,,,,,,,,
2012,,70.4,0.993674,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,70.8,2014.0,,,,,,,70.400,,,,,,,,
2013,,10.8,1.015079,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,10.6,2014.0,,,,,,,10.800,,,,,,,,
2014,39.100,548.0,1.024883,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,534.7,2014.0,508.900,,,,,,,,,,,,,,
2015,39.900,532.6,1.039843,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,512.2,2014.0,492.700,,,,,,,,,,,,,,
2016,50.400,514.9,1.060219,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,485.7,2014.0,464.500,,,,,,,,,,,,,,
2017,76.800,808.2,1.081886,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,747.0,2014.0,731.400,,,,,,,,,,,,,,
2018,185.099,"1,465.1",1.105839,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,"1,324.9",2014.0,"1,280.000",,,,,,,,,,,,,,
2019,169.695,"1,131.3",1.139635,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,992.7,2014.0,961.605,,,,,,,,,,,,,,
2020,105.366,702.4,1.188373,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,591.1,2014.0,597.071,,,,,,,,,,,,,,
2021,100.436,671.4,1.253038,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,535.8,2014.0,570.930,,,,,,,,,,,,,,
2022,169.964,"1,333.1",1.296395,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,"1,028.3",2014.0,"1,163.184",,,,,,,,,,,,,,
2023,370.706,"2,471.4",1.328723,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,"1,860.0",2014.0,"2,100.666",,,,,,,,,,,,,,
2024,181.925,"1,212.8",1.357588,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,893.4,2014.0,"1,030.907",,,,,,,,,,,,,,
2025,144.459,963.1,1.386182,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,694.8,2014.0,818.601,,,,,,,,,,,,,,
2026,135.836,975.4,1.415292,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,689.2,2014.0,839.574,,,,,,,,,,,,,,
2027,166.855,"1,132.5",1.445013,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,783.7,2014.0,965.663,,,,,,,,,,,,,,
2028,231.755,"1,462.0",1.475358,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,990.9,2014.0,"1,230.221",,,,,,,,,,,,,,
2029,190.952,"1,204.6",1.506341,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,799.7,2014.0,"1,013.626",,,,,,,,,,,,,,
2030,74.004,74.0,1.537974,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,48.1,2014.0,,,,,,,,,,,,,,,
2031,72.795,72.8,1.570271,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,46.4,2014.0,,,,,,,,,,,,,,,
2032,74.145,74.1,1.603247,Patriot Advanced Capability-3 Missile Segment Enhancement,"2032A - Missile Procurement, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,36,46.2,2014.0,,,,,,,,,,,,,,,
Total,869.8,869.8,,Patriot Advanced Capability-3 Missile Segment Enhancement,"2040A - Research, Development, Test & Eval, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,37,9 33.3,2014.0,,,,,,,,,,,,,,,
2004,62.500,62.5,0.838449,Patriot Advanced Capability-3 Missile Segment Enhancement,"2040A - Research, Development, Test & Eval, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,37,74.5,2014.0,,,,,,,,,,,,,,,
2005,53.200,53.2,0.862661,Patriot Advanced Capability-3 Missile Segment Enhancement,"2040A - Research, Development, Test & Eval, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,37,61.7,2014.0,,,,,,,,,,,,,,,
2006,101.800,101.8,0.886837,Patriot Advanced Capability-3 Missile Segment Enhancement,"2040A - Research, Development, Test & Eval, Army",sar_pdfs\PAC-3_MSE_MSAR_Dec_2023.pdf,37,114.8,2014.0,,,,,,,,,,,,,,,
